city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
2110227,Butaritari,KI,3.07,172.79,10/05/20,            82.36,76,0,13.38
5282297,Bethel,US,41.37,-73.41,10/05/20,            64.29,55,20,6.93
1015776,Bredasdorp,ZA,-34.53,20.04,10/05/20,            60.8,87,0,3.36
2015179,Tommot,RU,58.96,126.29,10/05/20,            30.13,97,74,2.35
2396518,Port-Gentil,GA,-0.72,8.78,10/05/20,            77,100,90,14.99
1298987,Pyinmana,MM,19.73,96.22,10/05/20,            74.1,90,31,2.51
5554428,Ketchikan,US,55.34,-131.65,10/05/20,            53.6,100,90,9.17
2022572,Khatanga,RU,71.97,102.5,10/05/20,            20.68,98,98,5.57
4032243,Vaini,TO,-21.2,-175.2,10/05/20,            73.4,94,75,10.29
1276325,Bhadrak,IN,21.06,86.51,10/05/20,            78.93,89,65,2.66
5888001,Atikokan,CA,48.76,-91.62,10/05/20,            59.81,50,90,12.84
4791259,Virginia Beach,US,36.85,-75.98,10/05/20,            70,49,20,12.75
1490805,Strelka,RU,58.07,93.03,10/05/20,            28.45,97,3,3.2
6355222,Yulara,AU,-25.24,130.99,10/05/20,            51.8,81,90,5.82
143073,Ardakān,IR,32.31,54.02,10/05/20,            75.2,23,40,13.87
3374346,Ponta do Sol,CV,17.2,-25.09,10/05/20,            84.2,58,40,16.11
898947,Senanga,ZM,-16.12,23.27,10/05/20,            84.74,19,97,3.58
6137462,Saint-Augustin,CA,51.23,-58.65,10/05/20,            49.75,49,86,12.12
2411397,Georgetown,SH,-7.93,-14.42,10/05/20,            74.57,85,95,15.03
1726708,Barcelona,PH,8.16,126.43,10/05/20,            78.66,87,100,7.85
2754817,Harlingen,NL,53.17,5.42,10/05/20,            53.56,93,75,11.41
3838233,Salta,AR,-24.79,-65.41,10/05/20,            68,37,0,8.05
5354943,Half Moon Bay,US,37.46,-122.43,10/05/20,            68.49,93,90,4.7
1496073,Orlik,RU,52.52,99.83,10/05/20,            33.04,85,100,1.12
553518,Kamennogorsk,RU,60.95,29.13,10/05/20,            52.57,100,0,3.36
4470244,Havelock,US,34.88,-76.9,10/05/20,            72.99,53,1,8.05
2729907,Longyearbyen,SJ,78.22,15.64,10/05/20,            41,80,75,3.36
5557293,Sitka,US,57.05,-135.33,10/05/20,            51.8,87,90,17.22
3573061,Saint George,BM,32.38,-64.68,10/05/20,            81.82,74,75,13.87
3520994,Puerto Escondido,MX,15.85,-97.07,10/05/20,            82.4,74,75,9.17
2126123,Chokurdakh,RU,70.63,147.92,10/05/20,            24.12,90,49,9.13
2120591,Tilichiki,RU,60.47,166.1,10/05/20,            31.75,95,100,13.76
2127060,Arman',RU,59.7,150.17,10/05/20,            37.8,78,12,5.59
1734757,Sungai Udang,MY,2.27,102.14,10/05/20,            78.4,88,20,4.18
3835994,Santa Rosa,AR,-36.62,-64.28,10/05/20,            64.24,33,0,7.07
5983720,Iqaluit,CA,63.75,-68.51,10/05/20,            35.6,74,90,19.46
3179656,Castellana Grotte,IT,40.89,17.17,10/05/20,            70.5,56,75,1.12
3416888,Grindavik,IS,63.84,-22.43,10/05/20,            41,80,40,9.17
2068110,Kununurra,AU,-15.77,128.73,10/05/20,            77,83,40,5.82
5942913,Dryden,CA,49.78,-92.75,10/05/20,            53.6,71,90,12.75
3346015,Sumbe,AO,-11.21,13.84,10/05/20,            73.45,89,100,8.97
1127106,Sar-e Pul,AF,35.83,66.17,10/05/20,            41.27,65,0,1.23
347634,Ţahţā,EG,26.77,31.5,10/05/20,            77.86,25,0,6.71
3909011,San Rafael,BO,-12.93,-64.87,10/05/20,            101.82,28,15,2.98
2654970,Brae,GB,60.4,-1.35,10/05/20,            53.6,93,40,17.22
1640902,Kawalu,ID,-7.38,108.21,10/05/20,            70.75,92,100,2.24
3534915,Trinidad,CU,21.8,-79.98,10/05/20,            86.29,65,11,13.47
1490256,Talnakh,RU,69.49,88.4,10/05/20,            26.6,92,75,8.95
686137,Armeniş,RO,45.2,22.32,10/05/20,            64.85,77,100,6.15
3355672,Lüderitz,NA,-26.65,15.16,10/05/20,            60.46,69,0,18.28
4034188,Moerai,PF,-22.43,-151.33,10/05/20,            69.3,75,100,16.98
3939168,Huarmey,PE,-10.07,-78.15,10/05/20,            67.21,65,20,8.16
7671223,Kloulklubed,PW,7.04,134.26,10/05/20,            78.8,94,90,5.82
934322,Mahébourg,MU,-20.41,57.7,10/05/20,            71.6,83,75,11.41
1067565,Beloha,MG,-25.17,45.05,10/05/20,            65.35,74,0,16.26
1649150,Bengkulu,ID,-3.8,102.27,10/05/20,            76.15,89,36,11.05
2092164,Lorengau,PG,-2.02,147.27,10/05/20,            81.66,80,100,13.24
2014833,Tura,RU,64.28,100.25,10/05/20,            27.43,92,84,15.17
2136825,Isangel,VU,-19.55,169.27,10/05/20,            70.48,71,1,2.35
2155415,New Norfolk,AU,-42.78,147.06,10/05/20,            33.6,85,3,3.2
4908052,Rolling Meadows,US,42.08,-88.01,10/05/20,            59.67,31,1,12.75
1487112,Vikulovo,RU,56.82,70.61,10/05/20,            32.11,94,96,9.17
3421719,Narsaq,GL,60.92,-46.05,10/05/20,            33.8,80,75,4.7
4013679,Coahuayana Viejo,MX,18.73,-103.68,10/05/20,            82.4,39,40,17.22
1856878,Mitsuke,JP,37.53,138.93,10/05/20,            57,93,80,7.54
3372472,Vila Franca do Campo,PT,37.72,-25.43,10/05/20,            69.8,73,40,5.82
5855927,Hilo,US,19.73,-155.09,10/05/20,            77.81,65,1,3.36
5848280,Kapaa,US,22.08,-159.32,10/05/20,            80.73,74,75,11.41
3471451,Arraial do Cabo,BR,-22.97,-42.03,10/05/20,            77,78,75,19.46
3466165,Cidreira,BR,-30.18,-50.21,10/05/20,            70.14,80,93,6.38
1687186,Sarangani,PH,5.4,125.46,10/05/20,            84.06,75,76,14.52
6068416,Mayo,CA,63.59,-135.9,10/05/20,            41,93,90,10.29
2434985,Bokoro,TD,12.38,17.06,10/05/20,            86.72,48,96,10.78
577380,Berezanskaya,RU,45.71,39.59,10/05/20,            65.23,28,0,14.97
3835869,Santiago del Estero,AR,-27.8,-64.26,10/05/20,            75.99,27,0,5.88
3466980,Caravelas,BR,-17.71,-39.25,10/05/20,            80.19,62,90,8.43
100926,Umluj,SA,25.02,37.27,10/05/20,            82.06,66,0,7.49
2427949,Melfi,TD,11.06,17.94,10/05/20,            78.87,67,0,2.01
2121385,Severo-Kuril'sk,RU,50.68,156.12,10/05/20,            52.84,92,100,10.94
1645528,Denpasar,ID,-8.65,115.22,10/05/20,            80.6,94,40,9.17
1293625,Dawei,MM,14.08,98.2,10/05/20,            77.25,87,100,2.15
3662342,São Gabriel da Cachoeira,BR,-0.13,-67.09,10/05/20,            85.32,74,99,3.36
1242110,Kalmunai,LK,7.42,81.82,10/05/20,            80.35,82,0,1.5
2184772,Te Karaka,NZ,-38.47,177.87,10/05/20,            60.17,58,55,6.04
187896,Mandera,KE,3.94,41.87,10/05/20,            86.5,45,47,7.99
4031574,Provideniya,RU,64.38,-173.3,10/05/20,            32.22,91,0,7.85
4946620,Palmer,US,42.16,-72.33,10/05/20,            63.91,55,20,5.82
3420846,Qaqortoq,GL,60.72,-46.03,10/05/20,            33.8,80,75,4.7
2015306,Tiksi,RU,71.69,128.87,10/05/20,            35.65,96,100,10.45
2075720,Broome,AU,-17.97,122.23,10/05/20,            71.6,19,80,19.46
477940,Ust-Tsilma,RU,65.44,52.15,10/05/20,            38.71,95,100,3.67
2112309,Katsuura,JP,35.13,140.3,10/05/20,            69.24,43,75,13.87
3374218,Santa Maria,CV,16.6,-22.9,10/05/20,            80.6,69,40,14.99
1264976,Leh,IN,34.17,77.58,10/05/20,            41.67,44,0,2.33
2441194,Mayahi,NE,13.96,7.67,10/05/20,            97.43,22,100,2.01
2522325,Agüimes,ES,27.91,-15.45,10/05/20,            73.67,73,40,11.41
5959335,Gander,CA,48.97,-54.59,10/05/20,            46.4,61,75,17.22
286621,Salalah,OM,17.02,54.09,10/05/20,            80.6,78,75,4.7
2123814,Leningradskiy,RU,69.38,178.42,10/05/20,            20.89,88,9,5.88
3654410,Manta,EC,-0.95,-80.73,10/05/20,            77,83,90,11.41
3870243,Taltal,CL,-25.4,-70.48,10/05/20,            64.15,57,22,9.35
785881,Šipkovica,MK,42.03,20.92,10/05/20,            72.73,47,40,13.87
476062,Velikiy Ustyug,RU,60.76,46.31,10/05/20,            45.64,92,100,9.26
5866583,Saint Paul Harbor,US,57.79,-152.41,10/05/20,            50,61,1,11.36
3901969,Urubichá,BO,-15.38,-62.95,10/05/20,            100.54,23,47,2.19
2079582,Alyangula,AU,-13.85,136.42,10/05/20,            69.8,94,0,6.67
1213855,Sibolga,ID,1.74,98.78,10/05/20,            77.14,83,100,2.57
2027487,Arkhara,RU,49.42,130.08,10/05/20,            39.4,85,100,8.46
2446796,Bilma,NE,18.69,12.92,10/05/20,            91.87,14,43,3.02
2071860,Esperance,AU,-33.87,121.9,10/05/20,            46.4,100,90,5.82
5972762,Hay River,CA,60.82,-115.8,10/05/20,            50,81,75,4.7
2450173,Taoudenni,ML,22.68,-3.98,10/05/20,            91.42,33,100,10.31
2422442,Dabola,GN,10.75,-11.12,10/05/20,            73.83,90,100,3.58
3594575,La Gomera,GT,14.08,-91.05,10/05/20,            87.8,66,20,11.41
2122262,Palana,RU,59.12,159.97,10/05/20,            38.98,96,100,5.23
876123,Lumeje,AO,-11.55,20.78,10/05/20,            80.89,27,5,2.59
4019219,Agua Verde,MX,22.9,-106.05,10/05/20,            91.72,59,20,6.91
3141667,Roald,NO,62.58,6.13,10/05/20,            51.37,93,20,3.36
608270,Shubarshi,KZ,48.59,57.19,10/05/20,            40.35,59,0,5.59
2082539,Merauke,ID,-8.47,140.33,10/05/20,            77.07,82,95,13.96
513898,Otradnoye,RU,59.78,30.82,10/05/20,            60.03,89,96,6.85
609924,Emba,KZ,48.83,58.14,10/05/20,            38.19,64,0,3.24
3453060,Pontes e Lacerda,BR,-15.23,-59.34,10/05/20,            106.61,14,72,2.24
1006984,East London,ZA,-33.02,27.91,10/05/20,            66.2,93,20,5.82
1805833,Jiexiu,CN,37.02,111.91,10/05/20,            50.34,49,100,4.34
3455908,Oliveira,BR,-20.7,-44.83,10/05/20,            90.9,28,18,1.74
2157698,Mildura,AU,-34.2,142.15,10/05/20,            49.53,81,97,8.05
107304,Buraidah,SA,26.33,43.98,10/05/20,            87.8,27,40,12.75
2027042,Batagay-Alyta,RU,67.8,130.41,10/05/20,            26.64,92,100,4.45
1630662,Praya,ID,-8.71,116.27,10/05/20,            77,83,75,8.05
2094027,Kieta,PG,-6.22,155.63,10/05/20,            78.8,77,97,1.3
2206874,Waipawa,NZ,-41.41,175.52,10/05/20,            55.29,71,54,24.16
3939761,Hualmay,PE,-11.1,-77.61,10/05/20,            67.33,63,1,8.46
962367,Richards Bay,ZA,-28.78,32.04,10/05/20,            68.88,83,100,12.01
2428394,Mao,TD,14.12,15.31,10/05/20,            95.16,30,97,8.7
3526756,Isla Mujeres,MX,21.23,-86.73,10/05/20,            86,74,75,6.93
3386213,Touros,BR,-5.2,-35.46,10/05/20,            82.4,65,40,17.22
3893629,Coquimbo,CL,-29.95,-71.34,10/05/20,            60.8,59,100,13.87
2152667,Portland,AU,-38.33,141.6,10/05/20,            46.08,69,34,9.31
6165406,Thompson,CA,55.74,-97.86,10/05/20,            50,93,90,11.41
3414079,Olafsvik,IS,64.89,-23.71,10/05/20,            42.73,74,100,8.41
4034551,Faanui,PF,-16.48,-151.75,10/05/20,            77.72,79,100,14.07
2334756,Kaura Namoda,NG,12.59,6.58,10/05/20,            86.74,42,85,6.58
933995,Souillac,MU,-20.52,57.52,10/05/20,            71.6,83,75,11.41
4034307,Mahina,PF,-17.51,-149.49,10/05/20,            80.6,65,75,3.36
1567148,Tam Ky,VN,15.57,108.48,10/05/20,            78.8,83,40,1.12
935215,Saint-Philippe,RE,-21.36,55.77,10/05/20,            66.02,88,79,12.75
3865086,Bahía Blanca,AR,-38.72,-62.27,10/05/20,            63.16,38,0,8.52
2184707,Wanaka,NZ,-44.7,169.15,10/05/20,            53.01,76,100,1.99
5563839,Fortuna,US,40.6,-124.16,10/05/20,            59,87,1,4.65
3383434,Nieuw Amsterdam,SR,5.88,-55.08,10/05/20,            84.99,80,93,1.99
5288261,Camp Verde,US,34.56,-111.85,10/05/20,            86.45,8,100,2.26
370481,Merowe,SD,18.48,31.82,10/05/20,            93.58,11,0,9.1
6067472,Marystown,CA,47.17,-55.15,10/05/20,            53.01,100,100,5.01
2090495,Morehead,PG,-8.71,141.64,10/05/20,            75.36,84,71,5.77
229059,Moyo,UG,3.66,31.72,10/05/20,            69.28,88,3,2.75
3445026,Vila Velha,BR,-20.33,-40.29,10/05/20,            81.55,69,20,11.41
175967,Mporokoso,ZM,-9.37,30.12,10/05/20,            71.28,24,74,1.41
5421250,Englewood,US,39.65,-104.99,10/05/20,            79.32,15,0,1.99
3653967,Muisne,EC,0.6,-80.03,10/05/20,            84.2,74,40,11.41
3401845,Conceição do Araguaia,BR,-8.26,-49.26,10/05/20,            79.43,65,100,7.85
3457001,Biritiba-Mirim,BR,-23.57,-46.04,10/05/20,            90.84,32,55,2.24
6112608,Powell River,CA,49.85,-124.54,10/05/20,            58.23,93,75,5.82
5373121,Mill Valley,US,37.91,-122.55,10/05/20,            67.41,94,0,0.11
3465329,Coruripe,BR,-10.13,-36.18,10/05/20,            79.14,69,99,12.03
3531368,Celestún,MX,20.87,-90.4,10/05/20,            79.74,85,100,22.73
2023333,Kachug,RU,53.96,105.88,10/05/20,            31.64,95,0,1.57
777682,Skjervøy,NO,70.03,20.97,10/05/20,            46.4,70,20,23.04
2156927,Moree,AU,-29.47,149.85,10/05/20,            62.6,55,0,10.29
3388456,São José da Coroa Grande,BR,-8.9,-35.15,10/05/20,            78.51,71,37,11.97
3421765,Nanortalik,GL,60.14,-45.24,10/05/20,            34.3,83,54,10.94
2315417,Inongo,CD,-1.95,18.27,10/05/20,            75.74,83,100,6.46
3047282,Nyergesújfalu,HU,47.76,18.56,10/05/20,            58.87,89,44,1.7
2013279,Vostok,RU,46.49,135.88,10/05/20,            34.83,100,100,4.29
934479,Grand Gaube,MU,-20.01,57.66,10/05/20,            73,78,100,7
3683180,El Roble,CO,9.1,-75.2,10/05/20,            86.18,71,99,7.07
1710590,Ipilan,PH,8.84,117.9,10/05/20,            79.99,81,100,6.06
1244926,Hambantota,LK,6.12,81.12,10/05/20,            80.6,78,0,10.29
1651591,Amahai,ID,-3.33,128.92,10/05/20,            77.29,85,94,2.82
3423146,Ilulissat,GL,69.22,-51.1,10/05/20,            28.4,54,5,2.24
2027296,Aykhal,RU,66,111.5,10/05/20,            35.6,93,90,8.95
3867427,Mayor Pablo Lagerenza,PY,-19.93,-60.77,10/05/20,            97.79,23,0,4.38
4031637,Lavrentiya,RU,65.58,-171,10/05/20,            33.1,90,0,8.97
1507116,Dudinka,RU,69.41,86.18,10/05/20,            26.6,92,75,8.95
1529102,Ürümqi,CN,43.8,87.6,10/05/20,            55.4,28,0,11.18
4031742,Egvekinot,RU,66.32,-179.17,10/05/20,            24.82,94,0,2.39
3590069,San José,GT,16.98,-89.9,10/05/20,            85.26,53,63,8.77
3831208,Qaanaaq,GL,77.48,-69.36,10/05/20,            18.73,84,96,11.52
1626542,Sorong,ID,-0.88,131.25,10/05/20,            77.94,87,97,7.87
1337610,Thinadhoo,MV,0.53,72.93,10/05/20,            82.18,76,100,10.16
779622,Havøysund,NO,71,24.66,10/05/20,            47.25,87,0,4.7
5992836,Kirkland Lake,CA,48.14,-80.04,10/05/20,            53.6,50,1,16.11
3985710,Cabo San Lucas,MX,22.89,-109.91,10/05/20,            87.62,55,5,9.17
1267390,Kavaratti,IN,10.57,72.64,10/05/20,            80.71,72,90,11.9
3084300,Sucha Beskidzka,PL,49.74,19.59,10/05/20,            49.19,71,0,16.11
3380290,Sinnamary,GF,5.38,-52.95,10/05/20,            86.11,64,91,9.55
2294915,Takoradze,GH,4.88,-1.76,10/05/20,            77.49,85,100,9.22
2019004,Novaya Igirma,RU,57.13,103.91,10/05/20,            35.49,90,79,5.06
3394023,Natal,BR,-5.79,-35.21,10/05/20,            82.4,65,40,17.22
3401148,Cururupu,BR,-1.83,-44.87,10/05/20,            86.02,60,30,8.1
3985168,San Patricio,MX,19.22,-104.7,10/05/20,            89.6,66,5,5.82
1804651,Kunming,CN,25.04,102.72,10/05/20,            64.35,100,90,6.71
1529376,Korla,CN,41.76,86.15,10/05/20,            59,57,4,5.99
2187826,Manaia,NZ,-39.55,174.13,10/05/20,            51.66,94,0,9.86
4193699,Evans,US,33.53,-82.13,10/05/20,            76.96,47,1,4.7
777019,Vardø,NO,70.37,31.11,10/05/20,            42.8,100,90,9.17
1503527,Khovu-Aksy,RU,51.13,93.6,10/05/20,            33.28,86,5,4.83
3374336,Porto Novo,CV,17.02,-25.06,10/05/20,            84.2,58,40,16.11
1106677,Bambous Virieux,MU,-20.34,57.76,10/05/20,            72.25,83,75,11.41
545728,Komsomol'skiy,RU,43.98,46.7,10/05/20,            58.44,70,50,10.8
2508807,Adrar,DZ,25.75,-1,10/05/20,            90.23,19,97,2.04
3461408,Ilhéus,BR,-14.79,-39.05,10/05/20,            79.18,69,5,7.94
2109528,Buala,SB,-8.14,159.59,10/05/20,            79.9,78,1,4.52
1794971,Shitanjing,CN,39.23,106.34,10/05/20,            45.19,51,95,0.96
1817240,Baiyin,CN,36.56,104.21,10/05/20,            51.91,45,100,4.47
